isn_dob_bis_viol,boro,bin,block,lot,issue_date,violation_type_code,violation_number,house_number,street,device_number,description,number,violation_category,violation_type,disposition_date,disposition_comments,ecb_number
2394249,3,3049938,1789.0,12.0,20190906,ACC1,09878,598,LAFAYETTE AVENUE,3P2390,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC109878,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2425821,3,3196580,7274.0,1.0,20191113,AEUHAZ1,00585,458,NEPTUNE AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V111319AEUHAZ100585,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35441291K
2384743,1,1002718,210.0,21.0,20190906,ACC1,00372,294,CANAL ST,1P40854,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC100372,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2323181,4,4028867,1258.0,51.0,20190206,AEUHAZ1,00450,34-43,71 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*020619AEUHAZ100450,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190315.0,HPM    PAID INV#62066428,35370289X
2373662,2,2091488,5567.0,5567.0,20190730,HVCAT5,00003,680,BALCOM AVENUE,2P4354,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V*073019HVCAT500003,V*-DOB VIOLATION - DISMISSED,HVCAT5-NYCHA ELEVATOR PERIODIC INSPECTION/TEST,20191113.0,"CIAMDD DISMISSED,CAT5 PERFORMED 4/10/18 & FILED 5/15/18.",
2357588,1,1024987,1035.0,9.0,20190502,BENCH,00495,343,WEST 44 STREET,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V050219BENCH00495,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2413756,2,2117932,2924.0,42.0,20191108,LBLVIO,05246,507,EAST 176 STREET,00161676,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO05246,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2386514,1,1034035,1250.0,67.0,20190906,ACC1,02143,173,RIVERSIDE DR,1P14865,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC102143,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2360560,4,4124571,5520.0,47.0,20190502,BENCH,03468,196-21,44 AVENUE,,,V050219BENCH03468,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2388262,2,2015481,3252.0,276.0,20190906,ACC1,03891,3980,ORLOFF AVE,2P2677,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC103891,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2319542,1,1000045,13.0,27.0,20190110,E,9027/637950,25,BROADWAY,1P11941,,V*011019E9027/637950,V*-DOB VIOLATION - Resolved,E-ELEVATOR,20191106.0,"PPN203  AOC SUB ON 10/29/19 BY:KONE INC.        THOMAS COUTU, CERT#038058",
2342164,1,1046037,1473.0,7504.0,20190405,JVIOS,00258,410,EAST 79 STREET,1P43460,2017 VIOS ISSUED TO ELEVATORS IN PRIVATE RES DWELLINGS (1 OR 2 FAMILY DWELLINGS),V040519JVIOS00258,V-DOB VIOLATION - ACTIVE,JVIOS-PRIVATE RESIDENTIAL ELEVATOR,,,
2427220,1,1022647,998.0,51.0,20190904,AEUHAZ1,00060,136,WEST 46 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*090419AEUHAZ100060,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20191227.0,810    PAID INV 62151646,35425383H
2332165,4,4045207,1836.0,8.0,20190316,UB,4071/19,49-02,87 STREET,,,V031619UB4071/19,V-DOB VIOLATION - ACTIVE,UB-UNSAFE BUILDINGS,,,
2377477,1,1010669,610.0,22.0,20190822,AEUHAZ1,00047,182,WAVERLY PLACE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*082219AEUHAZ100047,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190913.0,810    PAID INVOICE 62122190,39003297R
2388773,3,3032898,1268.0,17.0,20190906,ACC1,04402,482,EASTERN PKWY,3P2515,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC104402,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20190924.0,"CAT 1  2017 AOC, PAID PENALTY FAILURE TO FILE  #62125378",
2434361,1,1083456,1649.0,1.0,20191204,FISP,HAZ88498,1955,2 AVENUE,00806052,,V120419FISPHAZ88498,V-DOB VIOLATION - ACTIVE,FISP-FACADE SAFETY PROGRAM,,,
2395518,1,1076176,1008.0,19.0,20190906,ACC1,11147,125,WEST 55 STREET,1P35655,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC111147,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20190916.0,ACC1   2017 AOC PENALTY PAID.,
2331853,4,4032713,1371.0,65.0,20190306,AEUHAZ1,00504,25-51,97 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*030619AEUHAZ100504,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20191115.0,ECB DISMISSED,35376359J
2399295,3,3142051,5747.0,23.0,20190921,C,1004KG,1332,64 STREET,,,V092119C1004KG,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION,,,
2416576,3,3392377,8720.0,14.0,20191108,LBLVIO,08066,45,OCEANA DRIVE EAST,00073767,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO08066,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2358036,1,1059869,1994.0,45.0,20190502,BENCH,00944,528,RIVERSIDE DRIVE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V050219BENCH00944,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2350316,4,4174775,8574.0,86.0,20190516,AEUHAZ1,01203,81-20,252 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*051619AEUHAZ101203,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20200227.0,810                                            41511425,35371422K
2358240,2,2001164,2362.0,13.0,20190502,BENCH,01148,2914,3 AVENUE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V*050219BENCH01148,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK,20200408.0,PD INV#_62177560,
2414079,3,3177173,6658.0,26.0,20191108,LBLVIO,05569,14,WOODSIDE AVENUE,00000887,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO05569,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2355698,4,4112166,4960.0,48.0,20190526,C,CNE02DB,136-15,CARLTON PLACE,,WALKWAY AT RIGHT SIDE IS UNDERMOINED AAND SAGGING DUE TO ABANDONED              EXCATION SITE AT 136-17 CARLTON PLACE,V052619CCNE02DB,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION,,,
2333950,4,4537921,839.0,1.0,20190216,BENCH,00654,25-02,29 STREET,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V*021619BENCH00654,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK,20190426.0,PD INV#62080747,
2352750,1,1079000,167.0,167.0,20190520,EVCAT5,01204,100,CENTRE STREET,1P20782,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V*052019EVCAT501204,V*-DOB VIOLATION - DISMISSED,EVCAT5-NON-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,20190813.0,CAT 5  DCAS 5YR TEST PERFORMED 01/03/18 AND    SUBMITTED 03/29/19,
2389307,3,3210431,7668.0,24.0,20190906,ACC1,04936,3201,KINGS HIGHWAY,3P7427,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC104936,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2339620,3,3232559,8256.0,1.0,20190405,EVCAT1,03449,1464,EAST 92 STREET,3P10221,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V*040519EVCAT103449,V*-DOB VIOLATION - DISMISSED,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,20191118.0,DG     PERFORMED AOC ON 09/04/2019,
2329819,1,1064228,2175.0,53.0,20190317,EARCX,00114,200,DYCKMAN STREET,,FAILURE TO SUBMIT AN EER PER AD. CODE SEC. 28-308.4 - MULTIPLE YEARS (2017),V031719EARCX00114,V-DOB VIOLATION - ACTIVE,EARCX-FAILURE TO SUBMIT EER,,,
2393381,1,1032115,1214.0,14.0,20190906,ACC1,09010,147,WEST 83 STREET,1F3975,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC109010,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2331708,3,3104283,4733.0,42.0,20190306,AEUHAZ1,00359,611,EAST 48 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V030619AEUHAZ100359,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35375460J
2395014,1,1083206,1373.0,1.0,20190906,ACC1,10643,713,MAIN STREET,1P35320,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC110643,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2336857,1,1016113,846.0,7501.0,20190405,EVCAT1,00686,5,E 17 ST,1P3609,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V*040519EVCAT100686,V*-DOB VIOLATION - DISMISSED,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,20191230.0,CAT 1  EBN#1261/16 S/O 10/02/17 CONVERSION OF  THE DEVICE,
2401178,3,3150618,5975.0,18.0,20191001,RWNRF,00731,20,79 STREET,,FAILED TO FILE CYCLE 1 TECHNICAL REPORT BY 12/31/2018 PER RCNY 103-09,V*100119RWNRF00731,V*-DOB VIOLATION - DISMISSED,RWNRF-RETAINING WALL,20200311.0,REASON: R.W.  NOT ON PUBLIC RIGHT OF WAY,
2407530,4,4197173,9387.0,21.0,20191030,AEUHAZ1,00644,105-19,97 AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*103019AEUHAZ100644,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20200131.0,ECB DISMISSED,39007459Z
2421504,4,4060739,2716.0,44.0,20191108,LBLVIO,12994,65-23,GRAND AVENUE,00060123,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO12994,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2407426,3,3426272,6093.0,18.0,20191030,AEUHAZ1,00540,97,BATTERY AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*103019AEUHAZ100540,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20200616.0,810    PAID INV 90260851,35448638M
2375057,2,2006425,2762.0,15.0,20190807,AEUHAZ1,00202,844,HUNTS POINT AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V080719AEUHAZ100202,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35385307M
2427699,4,4010658,660.0,57.0,20190904,AEUHAZ1,00539,30-26,STEINWAY STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*090419AEUHAZ100539,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20191129.0,ECB DISMISSED,35422885Y
2357432,1,1080567,788.0,7501.0,20190502,BENCH,00339,214,WEST 39 STREET,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V*050219BENCH00339,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK,20190621.0,CONFIRMED SUBMISSION,
2364340,B,2093355,4343.0,1.0,20190430,FISPNRF,01274,2275,CRUGER AVENUE,8C816700,FAILED TO FILE FISP CYCLE 8C TECHNICAL REPORT BY 02/21/2019,V043019FISPNRF01274,V-DOB VIOLATION - ACTIVE,FISPNRF-NO REPORT AND / OR LATE FILING (FACADE),,,
2352084,5,5106523,102.0,102.0,20190520,EVCAT5,00537,355,BARD AVENUE,5P634,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V052019EVCAT500537,V-DOB VIOLATION - ACTIVE,EVCAT5-NON-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,,,
2385964,1,1020601,930.0,34.0,20190906,ACC1,01593,421,FIRST AVE,1P17248,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC101593,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20191017.0,"CAT 1  2017 AOC, PAID LATE FEE #62131737",
2330761,3,3182904,6796.0,67.0,20190318,EARCX,00429,1764,EAST 14 STREET,,FAILURE TO SUBMIT AN EER PER AD. CODE SEC. 28-308.4 - MULTIPLE YEARS (2018),V031819EARCX00429,V-DOB VIOLATION - ACTIVE,EARCX-FAILURE TO SUBMIT EER,,,
2399194,3,3043429,1606.0,72.0,20190830,C,0305MM,907,LAFAYETTE AVENUE,,,V083019C0305MM,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION,,,
2368054,5,5046384,3168.0,161.0,20190626,AEUHAZ1,01695,1000,TARGEE STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*062619AEUHAZ101695,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190705.0,ECB DOWNGRADED TO CLASS 2 OR 3,35352418Y
2415319,3,3085370,3834.0,19.0,20191108,LBLVIO,06809,470,RIVERDALE AVENUE,00059304,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO06809,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2395990,2,2093412,4444.0,1.0,20190906,ACH1,00204,925,WARING AVENUE,2P2456,VIO ISSUED TO NYCHA ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST,V*090619ACH100204,V*-DOB VIOLATION - DISMISSED,ACH1-(NYCHA) - ELEVATOR AFFIRMATION OF CORRECTION,20200123.0,ACC1    2017 INSPECTION/TEST PERFORMED 3/16/17 & FILED 12/1/17-CITY OWNED.,
2341313,1,1090701,940.0,33.0,20190405,EVCAT1,05142,603,1 AVENUE,1P44626,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V*040519EVCAT105142,V*-DOB VIOLATION - DISMISSED,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,20190903.0,CIAOSW VIOL DISMISSED. FOREIGN MISSION,
2413960,2,2000147,2278.0,15.0,20191108,LBLVIO,05450,414,EAST 134 STREET,00924795,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO05450,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2387830,1,1063504,2142.0,161.0,20190906,ACC1,03459,326,FT WASHINGTON AV,1P13069,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC103459,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20200226.0,CAT1   DISMISSED. 2017 AOC FILED               TIMELY 03/08/18,
2390003,1,1041959,1395.0,1002.0,20190906,ACC1,05632,166,E 61 STREET,1P45127,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC105632,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20191122.0,CAT1   DISMISSED. LATE FILING OF 2017          AOC PAID #62007519,
2390288,3,3338342,2925.0,1.0,20190906,ACC1,05917,1013,GRAND STREET,3F2044,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC105917,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2435083,3,3335871,42.0,1.0,20191226,AEUHAZ1,00646,240,WATER STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*122619AEUHAZ100646,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20200117.0,GNC    PAID INVOICE 62157871,35418604R
2394741,4,4111892,4945.0,73.0,20190906,ACC1,10370,34-24,COLLINS PLACE,4F376,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC110370,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2425460,2,2009173,2880.0,47.0,20191113,AEUHAZ1,00224,1535,UNDERCLIFF AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*111319AEUHAZ100224,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20200128.0,999999 PD INV#62153218,35407112R
2430390,3,3061412,2264.0,7504.0,20191102,BENCH,00790,254,WALLABOUT STREET,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V110219BENCH00790,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2318685,3,3191407,7102.0,81.0,20190109,AEUHAZ1,00887,227,VAN SICKLEN STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*010919AEUHAZ100887,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190308.0,ECB DISMISSED,35208857J
2336228,1,1000813,22.0,24.0,20190405,EVCAT1,00057,50,BROADWAY,1P36728,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V040519EVCAT100057,V-DOB VIOLATION - ACTIVE,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,,,
2417106,3,3253542,6338.0,75.0,20191108,LBLVIO,08596,1205,86 ST,00081633,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO08596,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2319940,1,1089395,700.0,9.0,20190115,E,9028/643521,517,WEST   28 STREET,1P47658,,V*011519E9028/643521,V*-DOB VIOLATION - Resolved,E-ELEVATOR,20190619.0,"PPN203  AOC SUB ON 6/12/19 BY:TRANSEL ELEV. INC DANIEL KIRK, CERT#402010",
2417366,3,3057373,1997.0,3.0,20191108,LBLVIO,08856,35,CLAVER PLACE,00092425,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO08856,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2372798,3,3396126,1427.0,20.0,20190724,AEUHAZ1,00602,800,EMPIRE BOULEVARD,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*072419AEUHAZ100602,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20200124.0,ECB DISMISSED,35405514K
2407416,3,3394317,2182.0,7501.0,20191030,AEUHAZ1,00530,40,LEE AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V103019AEUHAZ100530,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,38269954J
2395864,2,2093915,2298.0,40.0,20190906,ACH1,00078,350,E. 137 ST,2P3915,VIO ISSUED TO NYCHA ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST,V090619ACH100078,V-DOB VIOLATION - ACTIVE,ACH1-(NYCHA) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2391560,3,3348849,2001.0,7501.0,20190906,ACC1,07189,139,FLATBUSH AVENUE,3P11844,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC107189,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2378061,3,3425902,6765.0,46.0,20190822,AEUHAZ1,00631,1600,EAST 19 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V082219AEUHAZ100631,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35421127K
2414072,3,3118544,5151.0,10.0,20191108,LBLVIO,05562,2022,BEVERLY RD,00000670,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO05562,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2427564,3,3118107,5140.0,35.0,20190904,AEUHAZ1,00404,1676,NOSTRAND AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V090419AEUHAZ100404,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,39001405X
2401052,3,3118447,5146.0,86.0,20191001,RWNRF,00605,321,EAST 15 STREET,,FAILED TO FILE CYCLE 1 TECHNICAL REPORT BY 12/31/2018 PER RCNY 103-09,V*100119RWNRF00605,V*-DOB VIOLATION - DISMISSED,RWNRF-RETAINING WALL,20200511.0,MTA IS TAKING RESPONSIBILITY FOR OWNER- SHIP OF RW',
2339483,3,3396747,1762.0,41.0,20190405,EVCAT1,03312,192,SPENCER STREET,3P12256,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V040519EVCAT103312,V-DOB VIOLATION - ACTIVE,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,,,
2424415,5,5109970,177.0,81.0,20191108,LBLVIO,15905,1025,CASTLETON AVENUE,00058246,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO15905,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2407425,3,3426272,6093.0,18.0,20191030,AEUHAZ1,00539,97,BATTERY AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*103019AEUHAZ100539,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20200616.0,810    PAID INV 90260846,35448637K
2418545,3,3023074,1026.0,36.0,20191108,LBLVIO,10035,526,3 AVENUE,00110833,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO10035,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2412492,2,2012943,3107.0,6.0,20191108,LBLVIO,03982,810,EAST 178 STREET,00033057,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO03982,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2358720,2,2028626,3920.0,1.0,20190502,BENCH,01628,1534,BEACH AVENUE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V050219BENCH01628,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2366710,1,1064403,2180.0,69.0,20190626,AEUHAZ1,00351,44,BENNETT AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V062619AEUHAZ100351,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,38268539H
2416183,3,3191547,7104.0,266.0,20191108,LBLVIO,07673,323,AVENUE U,00071428,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO07673,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2318341,3,3008776,595.0,200.0,20190109,AEUHAZ1,00543,106,FERRIS STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*010919AEUHAZ100543,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190405.0,ECB DISMISSED,35369731L
