,Gender,customer_type,age,type_of_travel,customer_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
109487,Female,Loyal Customer,54,Business travel,Business,325,0,0,0,3,4,4,5,5,5,5,5,4,5,4,0,5.0,satisfied
109488,Male,Loyal Customer,59,Personal Travel,Eco,216,3,1,3,2,1,3,1,1,2,2,1,4,2,1,0,0.0,neutral or dissatisfied
109489,Male,Loyal Customer,29,Business travel,Business,3916,3,3,3,3,4,4,4,4,4,2,4,3,5,4,8,3.0,satisfied
109490,Female,disloyal Customer,37,Business travel,Business,446,1,1,1,4,3,1,3,3,5,4,4,3,4,3,1,0.0,neutral or dissatisfied
109491,Male,Loyal Customer,59,Business travel,Eco,429,2,4,4,4,2,2,2,2,3,3,4,1,3,2,0,0.0,neutral or dissatisfied
109492,Male,Loyal Customer,22,Personal Travel,Eco,341,1,1,1,3,5,1,5,5,1,2,3,4,3,5,0,0.0,neutral or dissatisfied
109493,Male,Loyal Customer,47,Business travel,Business,1850,3,3,3,3,4,4,5,2,2,2,2,3,2,4,0,1.0,satisfied
109494,Male,Loyal Customer,56,Personal Travel,Business,795,2,5,2,1,2,5,5,5,5,2,5,5,5,4,19,10.0,neutral or dissatisfied
109495,Male,disloyal Customer,29,Business travel,Business,733,5,5,5,1,2,5,4,2,3,4,5,5,5,2,24,17.0,satisfied
109496,Male,disloyal Customer,23,Business travel,Eco,602,1,0,1,3,4,1,2,4,5,3,1,4,4,4,0,0.0,neutral or dissatisfied
109497,Male,Loyal Customer,49,Business travel,Business,1908,3,3,3,3,3,5,5,3,3,4,3,5,3,3,14,5.0,satisfied
109498,Female,Loyal Customer,43,Business travel,Business,265,4,4,4,4,4,4,5,4,4,4,4,5,4,3,0,17.0,satisfied
109499,Female,Loyal Customer,10,Personal Travel,Eco,134,1,4,1,2,2,1,2,2,4,5,5,5,4,2,22,50.0,neutral or dissatisfied
109500,Male,Loyal Customer,58,Personal Travel,Eco,711,1,1,0,3,2,0,2,2,4,2,2,3,3,2,66,87.0,neutral or dissatisfied
109501,Male,Loyal Customer,68,Personal Travel,Eco,419,2,4,2,2,1,2,1,1,4,2,3,4,1,1,2,3.0,neutral or dissatisfied
109502,Male,Loyal Customer,60,Personal Travel,Eco,158,3,4,3,1,5,3,2,5,3,2,4,4,4,5,0,0.0,neutral or dissatisfied
109503,Male,Loyal Customer,43,Business travel,Business,3742,1,1,1,1,1,3,5,3,3,4,3,5,3,4,0,0.0,satisfied
109504,Female,Loyal Customer,54,Business travel,Eco,517,4,1,1,1,4,3,3,4,4,4,4,2,4,2,57,48.0,satisfied
109505,Female,Loyal Customer,43,Business travel,Business,2115,4,4,4,4,2,2,4,5,5,5,5,4,5,1,0,0.0,satisfied
109506,Male,disloyal Customer,45,Business travel,Business,391,2,2,2,3,2,2,1,2,5,2,4,3,5,2,77,77.0,neutral or dissatisfied
109507,Female,Loyal Customer,41,Business travel,Business,2917,3,3,4,3,2,4,5,5,5,5,5,4,5,4,5,0.0,satisfied
109508,Male,Loyal Customer,45,Personal Travel,Eco,689,1,5,1,5,2,1,2,2,3,2,5,5,4,2,0,1.0,neutral or dissatisfied
109509,Male,Loyal Customer,69,Business travel,Business,3227,4,3,2,2,1,4,4,4,4,4,4,4,4,2,3,0.0,neutral or dissatisfied
109510,Female,Loyal Customer,55,Business travel,Business,2639,1,1,1,1,4,5,5,5,5,5,5,5,5,4,0,0.0,satisfied
109511,Male,Loyal Customer,51,Business travel,Business,1303,4,4,4,4,3,4,5,3,3,3,3,5,3,5,0,0.0,satisfied
109512,Female,Loyal Customer,25,Business travel,Business,3996,4,3,3,3,4,4,4,4,1,3,3,2,4,4,0,0.0,neutral or dissatisfied
109513,Male,Loyal Customer,28,Personal Travel,Eco,130,2,5,2,3,4,2,4,4,4,4,4,5,4,4,0,0.0,neutral or dissatisfied
109514,Female,Loyal Customer,31,Business travel,Eco,473,4,3,3,3,4,4,4,4,3,2,2,1,4,4,0,0.0,satisfied
109515,Female,Loyal Customer,37,Business travel,Eco,493,5,3,2,2,5,5,5,5,3,5,1,2,4,5,0,0.0,satisfied
109516,Female,Loyal Customer,51,Business travel,Business,2059,4,4,4,4,3,3,5,3,3,4,3,5,3,5,0,9.0,satisfied
109517,Male,Loyal Customer,57,Personal Travel,Eco,1042,2,5,2,1,5,2,2,5,2,1,3,2,4,5,37,50.0,neutral or dissatisfied
109518,Male,disloyal Customer,29,Business travel,Eco,646,3,3,3,3,1,3,1,1,4,1,3,3,3,1,56,52.0,neutral or dissatisfied
109519,Female,Loyal Customer,53,Business travel,Business,594,2,2,2,2,3,4,4,4,4,4,4,5,4,4,88,84.0,satisfied
109520,Male,Loyal Customer,28,Business travel,Business,141,1,4,4,4,4,4,1,4,3,4,4,2,3,4,0,0.0,neutral or dissatisfied
109521,Female,disloyal Customer,23,Business travel,Eco,226,2,2,2,2,5,2,5,5,3,4,2,3,3,5,0,0.0,neutral or dissatisfied
109522,Male,disloyal Customer,61,Business travel,Eco,304,2,1,2,3,3,2,3,3,2,5,3,3,4,3,2,0.0,neutral or dissatisfied
109523,Female,disloyal Customer,18,Business travel,Eco,570,5,4,5,3,2,5,1,2,3,2,4,5,4,2,1,1.0,satisfied
109524,Male,Loyal Customer,44,Personal Travel,Eco,955,2,5,2,5,2,2,2,2,4,2,5,4,4,2,0,0.0,neutral or dissatisfied
109525,Female,Loyal Customer,44,Business travel,Business,2600,1,4,4,4,1,4,4,3,3,3,1,1,3,2,8,11.0,neutral or dissatisfied
109526,Male,disloyal Customer,19,Business travel,Eco,2615,5,5,5,1,1,5,1,1,4,5,4,4,5,1,0,0.0,satisfied
109527,Female,Loyal Customer,31,Business travel,Business,1705,4,4,4,4,4,4,4,4,5,5,4,4,5,4,21,31.0,satisfied
109528,Male,Loyal Customer,50,Business travel,Business,479,4,4,4,4,3,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
109529,Female,Loyal Customer,36,Business travel,Business,2330,2,4,4,4,2,2,2,2,2,2,2,2,2,3,2,0.0,neutral or dissatisfied
109530,Female,disloyal Customer,30,Business travel,Eco,292,1,1,1,3,5,1,4,5,4,1,3,4,4,5,0,0.0,neutral or dissatisfied
109531,Female,disloyal Customer,50,Business travel,Eco,526,4,2,4,3,5,4,5,5,4,2,2,2,3,5,1,0.0,neutral or dissatisfied
109532,Female,disloyal Customer,30,Business travel,Eco,255,2,4,2,4,3,2,3,3,1,2,4,4,4,3,3,0.0,neutral or dissatisfied
109533,Female,disloyal Customer,20,Business travel,Eco,261,3,1,3,4,2,3,2,2,1,2,3,3,4,2,0,0.0,neutral or dissatisfied
109534,Male,Loyal Customer,14,Personal Travel,Eco,1027,2,4,2,3,3,2,3,3,5,4,4,3,5,3,0,0.0,neutral or dissatisfied
109535,Female,Loyal Customer,50,Business travel,Business,3359,1,1,1,1,4,5,5,2,2,2,2,3,2,5,0,0.0,satisfied
109536,Female,Loyal Customer,49,Business travel,Eco,1062,3,2,2,2,2,3,3,3,3,3,3,4,3,2,48,34.0,neutral or dissatisfied
109537,Male,Loyal Customer,39,Business travel,Business,1726,5,5,1,5,3,4,4,5,5,5,5,4,5,4,4,0.0,satisfied
109538,Male,Loyal Customer,25,Business travel,Business,1993,1,1,1,1,5,5,5,5,5,4,4,3,5,5,9,1.0,satisfied
109539,Male,disloyal Customer,21,Business travel,Eco,83,2,2,2,2,4,2,4,4,1,3,2,1,1,4,8,5.0,neutral or dissatisfied
109540,Female,disloyal Customer,27,Business travel,Eco,935,3,3,3,4,5,3,4,5,3,4,4,1,3,5,7,0.0,neutral or dissatisfied
109541,Female,Loyal Customer,43,Business travel,Eco,1072,2,2,2,2,5,3,4,2,2,2,2,3,2,1,0,3.0,neutral or dissatisfied
109542,Male,Loyal Customer,41,Business travel,Eco,1428,4,2,2,2,4,4,4,4,4,3,1,4,4,4,0,0.0,satisfied
109543,Female,Loyal Customer,33,Business travel,Eco,192,4,2,2,2,4,4,4,1,5,5,5,4,5,4,293,306.0,satisfied
109544,Female,Loyal Customer,58,Business travel,Business,2422,5,5,5,5,5,5,5,4,3,4,5,5,4,5,0,2.0,satisfied
109545,Male,Loyal Customer,40,Business travel,Business,2679,1,1,1,1,5,4,5,4,4,4,4,5,4,3,0,4.0,satisfied
109546,Male,Loyal Customer,38,Business travel,Business,868,4,2,2,2,2,3,4,4,4,4,4,3,4,1,0,0.0,neutral or dissatisfied
109547,Male,Loyal Customer,56,Personal Travel,Eco,1670,3,1,3,2,1,3,1,1,3,1,3,1,2,1,3,22.0,neutral or dissatisfied
109548,Female,disloyal Customer,25,Business travel,Eco Plus,701,4,3,4,3,2,4,2,2,1,1,3,4,3,2,0,0.0,satisfied
109549,Male,Loyal Customer,20,Personal Travel,Eco Plus,1067,2,4,2,2,3,2,3,3,3,3,4,4,4,3,0,1.0,neutral or dissatisfied
109550,Male,Loyal Customer,49,Personal Travel,Eco,1290,3,4,3,2,4,3,4,4,3,5,4,4,5,4,0,0.0,neutral or dissatisfied
109551,Female,Loyal Customer,58,Business travel,Business,2609,3,4,4,4,2,4,3,3,3,3,3,3,3,1,0,0.0,neutral or dissatisfied
109552,Female,Loyal Customer,44,Business travel,Eco,612,2,5,5,5,2,4,4,2,2,2,2,1,2,2,0,0.0,neutral or dissatisfied
109553,Female,Loyal Customer,12,Personal Travel,Business,337,3,4,3,1,5,3,5,5,4,3,4,4,5,5,0,0.0,neutral or dissatisfied
109554,Male,Loyal Customer,60,Business travel,Business,3737,3,3,3,3,5,5,4,4,4,4,4,3,4,4,12,1.0,satisfied
109555,Female,disloyal Customer,29,Business travel,Business,507,5,5,5,2,3,5,1,3,4,2,5,3,4,3,0,0.0,satisfied
109556,Female,Loyal Customer,57,Business travel,Business,3114,3,3,3,3,4,4,4,5,5,5,5,5,5,5,2,0.0,satisfied
109557,Male,Loyal Customer,61,Business travel,Business,3045,3,3,3,3,4,3,1,5,5,5,5,3,5,4,0,0.0,satisfied
109558,Female,Loyal Customer,11,Personal Travel,Eco,287,1,5,5,2,1,5,1,1,3,4,5,5,4,1,30,15.0,neutral or dissatisfied
109559,Female,Loyal Customer,43,Business travel,Business,1310,1,1,1,1,3,4,4,4,4,4,4,4,4,5,0,0.0,satisfied
109560,Female,Loyal Customer,31,Business travel,Business,2342,1,1,1,1,5,5,5,5,3,3,2,3,3,5,85,97.0,satisfied
109561,Male,Loyal Customer,25,Personal Travel,Eco,466,0,4,0,2,2,0,2,2,5,3,4,5,5,2,0,0.0,satisfied
109562,Male,Loyal Customer,40,Business travel,Eco,783,5,4,4,4,5,5,5,5,5,5,3,2,5,5,26,6.0,satisfied
109563,Male,Loyal Customer,38,Personal Travel,Eco,139,3,5,3,4,5,3,3,5,5,5,4,5,5,5,0,0.0,neutral or dissatisfied
109564,Female,disloyal Customer,22,Business travel,Eco,236,1,4,1,2,2,1,2,2,5,2,5,3,5,2,0,0.0,neutral or dissatisfied
109565,Female,Loyal Customer,25,Personal Travel,Eco,591,3,4,3,2,2,3,2,2,5,5,4,5,5,2,19,14.0,neutral or dissatisfied
109566,Female,Loyal Customer,51,Business travel,Eco,1195,2,5,4,4,4,4,4,2,2,2,2,2,2,1,75,85.0,neutral or dissatisfied
109567,Male,Loyal Customer,43,Personal Travel,Eco,304,2,5,2,5,5,2,1,5,3,3,5,5,5,5,0,0.0,neutral or dissatisfied
109568,Female,Loyal Customer,49,Business travel,Business,189,0,4,0,3,2,4,5,4,4,4,4,4,4,5,0,0.0,satisfied
109569,Male,Loyal Customer,19,Personal Travel,Business,726,2,1,2,4,5,2,5,5,4,2,3,2,3,5,0,0.0,neutral or dissatisfied
109570,Male,Loyal Customer,50,Business travel,Business,2168,1,3,3,3,2,4,4,2,2,2,1,4,2,2,0,7.0,neutral or dissatisfied
109571,Female,Loyal Customer,42,Business travel,Business,2433,1,1,1,1,2,5,5,5,5,5,5,4,5,3,0,0.0,satisfied
109572,Male,Loyal Customer,35,Personal Travel,Eco Plus,644,4,5,4,4,1,4,1,1,5,2,4,3,4,1,0,0.0,neutral or dissatisfied
109573,Female,Loyal Customer,46,Business travel,Business,2826,2,5,2,2,4,5,5,5,5,4,5,4,5,5,0,6.0,satisfied
109574,Male,disloyal Customer,27,Business travel,Business,404,0,0,0,2,5,0,3,5,4,2,4,4,5,5,62,53.0,satisfied
109575,Male,disloyal Customer,25,Business travel,Eco,680,4,4,4,3,4,4,4,4,2,1,2,2,3,4,0,8.0,satisfied
109576,Female,disloyal Customer,36,Business travel,Business,731,3,3,3,1,5,3,5,5,4,5,5,5,4,5,9,4.0,neutral or dissatisfied
109577,Male,Loyal Customer,47,Business travel,Business,2422,4,5,4,4,4,5,4,5,5,5,5,4,5,5,0,0.0,satisfied
109578,Female,Loyal Customer,45,Business travel,Business,2422,0,5,0,4,2,4,4,5,5,3,3,5,5,4,14,13.0,satisfied
109579,Male,disloyal Customer,37,Business travel,Business,1608,3,3,3,5,4,3,4,4,3,5,5,5,4,4,0,0.0,neutral or dissatisfied
109580,Female,Loyal Customer,45,Business travel,Business,2565,4,4,5,4,4,2,3,4,4,4,4,1,4,1,86,73.0,neutral or dissatisfied
109581,Male,Loyal Customer,53,Business travel,Business,3904,3,3,3,3,2,4,4,5,5,5,4,5,5,4,0,2.0,satisfied
109582,Male,Loyal Customer,42,Business travel,Business,304,2,2,2,2,2,5,5,5,5,5,5,5,5,4,0,0.0,satisfied
109583,Male,Loyal Customer,19,Personal Travel,Eco,449,2,4,2,3,1,2,1,1,5,3,4,4,4,1,4,39.0,neutral or dissatisfied
109584,Female,disloyal Customer,33,Business travel,Eco,399,2,1,2,3,4,2,4,4,1,5,3,2,3,4,0,5.0,neutral or dissatisfied
109585,Male,Loyal Customer,55,Business travel,Business,2926,3,5,5,5,3,3,4,1,1,1,3,3,1,3,1,0.0,neutral or dissatisfied
109586,Male,Loyal Customer,59,Personal Travel,Eco,1068,4,1,4,3,1,4,1,1,3,4,4,2,4,1,5,0.0,neutral or dissatisfied
109587,Male,Loyal Customer,41,Business travel,Eco,84,1,5,5,5,1,1,1,1,1,3,2,1,3,1,149,133.0,neutral or dissatisfied
109588,Male,Loyal Customer,57,Business travel,Business,1722,4,4,4,4,4,5,4,5,5,5,5,3,5,3,18,0.0,satisfied
109589,Male,Loyal Customer,60,Business travel,Business,2303,1,1,1,1,2,2,2,3,5,4,4,2,5,2,298,292.0,satisfied
109590,Female,Loyal Customer,46,Business travel,Business,236,3,3,3,3,4,4,4,4,4,4,4,4,4,5,33,44.0,satisfied
109591,Female,disloyal Customer,14,Business travel,Eco,846,3,3,3,3,4,3,4,4,2,5,4,2,3,4,21,12.0,neutral or dissatisfied
109592,Female,Loyal Customer,48,Business travel,Business,722,1,1,1,1,5,4,5,2,2,2,2,3,2,4,0,0.0,satisfied
109593,Female,Loyal Customer,43,Business travel,Eco,370,2,2,2,2,1,3,3,3,3,2,3,2,3,4,10,15.0,neutral or dissatisfied
109594,Male,Loyal Customer,50,Business travel,Business,1616,5,5,5,5,5,5,4,3,3,3,3,3,3,4,0,0.0,satisfied
109595,Male,Loyal Customer,32,Business travel,Business,2072,2,1,1,1,2,3,2,2,1,1,4,2,3,2,0,0.0,neutral or dissatisfied
109596,Female,Loyal Customer,50,Personal Travel,Eco,577,2,4,2,3,2,4,4,2,2,2,2,4,2,3,0,0.0,neutral or dissatisfied
109597,Male,Loyal Customer,34,Personal Travel,Business,563,3,5,3,1,2,4,4,2,2,3,2,3,2,4,0,6.0,neutral or dissatisfied
109598,Male,Loyal Customer,40,Business travel,Business,1791,1,1,1,1,5,5,5,5,5,5,5,4,5,3,0,0.0,satisfied
109599,Female,Loyal Customer,50,Business travel,Business,692,4,5,5,5,4,4,4,4,4,4,4,3,4,4,0,0.0,neutral or dissatisfied
109600,Male,Loyal Customer,32,Personal Travel,Eco,2367,1,1,2,3,3,2,3,3,2,5,4,2,3,3,0,0.0,neutral or dissatisfied
109601,Female,Loyal Customer,44,Business travel,Business,361,3,1,3,3,2,4,5,5,5,5,5,4,5,4,0,0.0,satisfied
109602,Female,Loyal Customer,33,Business travel,Eco Plus,67,5,3,3,3,5,5,5,5,5,5,3,4,5,5,42,41.0,satisfied
109603,Female,Loyal Customer,59,Business travel,Business,677,2,2,5,2,4,4,4,4,4,4,4,3,4,5,0,0.0,satisfied
109604,Female,Loyal Customer,37,Business travel,Business,2242,3,2,2,2,3,3,3,3,3,3,3,2,3,1,1,0.0,neutral or dissatisfied
109605,Male,Loyal Customer,40,Business travel,Business,2615,4,4,4,4,5,5,5,3,3,5,5,5,4,5,0,0.0,satisfied
109606,Female,Loyal Customer,39,Business travel,Business,1249,3,3,3,3,3,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
109607,Male,Loyal Customer,45,Business travel,Business,600,4,4,4,4,4,4,4,5,5,5,5,3,5,3,0,3.0,satisfied
109608,Male,Loyal Customer,42,Business travel,Eco Plus,1216,4,4,4,4,4,4,4,4,2,4,5,3,1,4,0,1.0,satisfied
109609,Male,disloyal Customer,29,Business travel,Eco,508,2,3,2,4,2,3,3,2,4,4,4,3,3,3,213,197.0,neutral or dissatisfied
109610,Male,Loyal Customer,31,Business travel,Eco,329,3,5,5,5,3,3,3,3,4,5,4,2,4,3,0,0.0,neutral or dissatisfied
109611,Male,Loyal Customer,53,Business travel,Eco,461,4,2,2,2,4,4,4,4,1,5,4,2,5,4,0,0.0,satisfied
109612,Female,Loyal Customer,41,Business travel,Business,1934,5,5,1,5,5,3,3,4,4,4,5,1,4,4,41,25.0,satisfied
109613,Female,Loyal Customer,57,Business travel,Business,925,5,5,5,5,4,5,5,4,4,4,4,5,4,3,0,0.0,satisfied
109614,Male,Loyal Customer,14,Personal Travel,Eco,857,2,4,2,3,5,2,5,5,2,1,5,5,2,5,1,0.0,neutral or dissatisfied
109615,Female,Loyal Customer,44,Business travel,Eco,165,4,2,4,4,5,5,5,4,4,4,4,4,4,2,6,0.0,satisfied
109616,Male,Loyal Customer,36,Personal Travel,Eco,1216,3,1,3,3,5,3,5,5,1,5,4,4,4,5,21,0.0,neutral or dissatisfied
109617,Male,Loyal Customer,23,Personal Travel,Eco,323,3,5,3,3,4,3,4,4,3,5,2,1,5,4,0,0.0,neutral or dissatisfied
109618,Male,Loyal Customer,68,Personal Travel,Business,1546,2,5,2,3,4,5,5,2,2,2,2,4,2,4,0,9.0,neutral or dissatisfied
109619,Female,disloyal Customer,30,Business travel,Eco Plus,651,1,1,1,3,4,1,4,4,2,4,4,2,4,4,33,16.0,neutral or dissatisfied
109620,Male,disloyal Customer,40,Business travel,Eco,925,3,3,3,4,5,3,5,5,4,2,4,1,4,5,23,22.0,neutral or dissatisfied
109621,Female,disloyal Customer,36,Business travel,Business,862,3,3,3,2,5,3,5,5,5,5,4,3,4,5,56,52.0,neutral or dissatisfied
109622,Female,Loyal Customer,38,Business travel,Business,2831,2,2,2,2,5,4,4,4,4,4,4,3,4,2,3,5.0,satisfied
109623,Male,disloyal Customer,24,Business travel,Eco,587,5,0,5,1,2,5,2,2,5,3,5,3,5,2,46,46.0,satisfied
109624,Female,Loyal Customer,43,Business travel,Business,3484,3,3,3,3,1,2,4,3,3,4,3,5,3,2,3,6.0,satisfied
109625,Male,Loyal Customer,60,Personal Travel,Eco,101,0,4,0,5,2,0,2,2,4,2,4,5,5,2,0,0.0,satisfied
109626,Female,Loyal Customer,57,Business travel,Business,2227,2,2,1,2,4,4,4,5,4,4,5,4,3,4,184,167.0,satisfied
109627,Male,Loyal Customer,65,Business travel,Business,1974,5,5,5,5,3,3,5,5,5,5,5,3,5,4,0,0.0,satisfied
109628,Female,Loyal Customer,59,Business travel,Business,802,3,3,3,3,5,4,4,5,5,5,5,5,5,4,0,0.0,satisfied
109629,Male,Loyal Customer,30,Personal Travel,Eco Plus,602,3,3,3,2,5,3,5,5,4,4,5,5,5,5,27,21.0,neutral or dissatisfied
109630,Female,Loyal Customer,44,Business travel,Business,3798,1,1,1,1,5,4,4,5,5,5,5,3,5,4,0,0.0,satisfied
109631,Male,Loyal Customer,11,Personal Travel,Eco,978,2,4,3,1,5,3,1,5,4,3,4,5,4,5,0,0.0,neutral or dissatisfied
109632,Female,Loyal Customer,44,Personal Travel,Eco,936,1,5,1,2,4,4,5,3,3,1,3,4,3,3,0,0.0,neutral or dissatisfied
109633,Male,disloyal Customer,28,Business travel,Eco,501,2,0,2,3,1,2,1,1,5,5,5,1,4,1,0,0.0,neutral or dissatisfied
109634,Female,Loyal Customer,35,Business travel,Business,2677,3,3,3,3,5,4,3,5,5,5,5,1,5,5,0,0.0,satisfied
109635,Male,Loyal Customer,59,Business travel,Business,1676,2,1,1,1,2,3,4,2,2,3,2,4,2,4,0,0.0,neutral or dissatisfied
109636,Male,Loyal Customer,33,Personal Travel,Eco,2139,5,4,5,5,4,5,4,4,5,2,4,3,5,4,0,0.0,satisfied
109637,Male,disloyal Customer,24,Business travel,Business,910,4,2,4,2,4,4,2,4,4,5,4,4,4,4,0,19.0,satisfied
109638,Male,disloyal Customer,23,Business travel,Eco,2475,3,3,3,4,3,4,4,2,1,4,4,4,1,4,312,312.0,neutral or dissatisfied
109639,Female,disloyal Customer,32,Business travel,Eco,748,4,4,4,1,2,4,2,2,5,4,3,3,3,2,0,0.0,neutral or dissatisfied
109640,Male,Loyal Customer,12,Business travel,Eco,1476,5,2,2,2,5,5,5,5,2,4,3,4,3,5,0,0.0,satisfied
109641,Male,Loyal Customer,34,Personal Travel,Eco,1009,4,3,4,2,3,4,3,3,1,1,3,3,3,3,0,0.0,neutral or dissatisfied
109642,Male,disloyal Customer,41,Business travel,Business,1147,5,5,5,3,4,5,4,4,5,3,4,5,5,4,7,6.0,satisfied
109643,Female,Loyal Customer,50,Business travel,Business,1521,2,5,5,5,4,2,3,2,2,2,2,2,2,4,17,0.0,neutral or dissatisfied
109644,Female,Loyal Customer,41,Business travel,Business,2199,3,5,3,5,4,2,2,3,3,3,3,1,3,4,0,0.0,neutral or dissatisfied
109645,Female,Loyal Customer,60,Personal Travel,Eco,1142,1,5,1,2,3,3,5,2,2,1,3,1,2,2,0,0.0,neutral or dissatisfied
109646,Female,disloyal Customer,32,Business travel,Business,695,4,4,4,3,5,4,5,5,1,5,4,3,3,5,34,30.0,neutral or dissatisfied
109647,Male,Loyal Customer,21,Personal Travel,Eco,1129,1,4,1,3,1,1,1,1,5,3,5,5,5,1,0,0.0,neutral or dissatisfied
109648,Male,Loyal Customer,28,Business travel,Eco,2917,2,2,2,2,2,2,2,2,5,4,4,2,1,2,1,44.0,neutral or dissatisfied
109649,Female,Loyal Customer,46,Personal Travel,Eco Plus,300,1,4,1,4,3,4,3,4,4,1,4,4,4,1,4,0.0,neutral or dissatisfied
109650,Female,Loyal Customer,32,Business travel,Business,3212,1,2,2,2,1,1,1,1,1,5,3,4,3,1,0,0.0,neutral or dissatisfied
109651,Female,Loyal Customer,31,Personal Travel,Eco,563,0,5,0,3,4,0,4,4,5,2,4,3,5,4,0,17.0,satisfied
109652,Female,Loyal Customer,65,Business travel,Eco,1449,1,5,5,5,4,3,4,2,2,1,2,4,2,4,0,0.0,neutral or dissatisfied
109653,Female,Loyal Customer,40,Personal Travel,Eco,500,2,4,2,2,5,2,5,5,4,4,5,5,5,5,0,0.0,neutral or dissatisfied
109654,Female,Loyal Customer,56,Business travel,Business,2148,4,4,5,4,2,5,5,3,3,4,3,5,3,5,0,0.0,satisfied
109655,Male,Loyal Customer,37,Business travel,Business,2974,3,3,3,3,1,2,1,4,4,4,4,3,4,4,0,0.0,satisfied
109656,Male,Loyal Customer,38,Business travel,Business,1994,0,5,0,3,4,5,4,1,1,1,1,4,1,4,1,0.0,satisfied
109657,Female,Loyal Customer,55,Business travel,Business,2985,2,2,2,2,4,4,4,5,5,5,5,4,5,4,36,31.0,satisfied
109658,Male,Loyal Customer,33,Business travel,Eco,986,1,2,2,2,1,1,1,1,4,5,3,3,4,1,0,0.0,neutral or dissatisfied
109659,Female,Loyal Customer,10,Personal Travel,Eco,550,3,4,3,3,1,3,1,1,4,5,4,2,4,1,24,17.0,neutral or dissatisfied
109660,Female,Loyal Customer,35,Personal Travel,Eco Plus,187,1,4,0,3,3,0,3,3,5,3,5,4,5,3,0,3.0,neutral or dissatisfied
109661,Male,disloyal Customer,21,Business travel,Eco,253,3,3,3,4,4,3,5,4,3,2,3,3,4,4,0,0.0,neutral or dissatisfied
109662,Female,Loyal Customer,53,Business travel,Business,2297,1,4,2,4,2,4,3,1,1,1,1,4,1,1,0,13.0,neutral or dissatisfied
109663,Female,Loyal Customer,22,Business travel,Business,692,2,2,2,2,5,5,5,5,3,2,2,2,4,5,0,26.0,satisfied
109664,Male,Loyal Customer,11,Personal Travel,Eco Plus,509,3,4,3,5,5,3,5,5,4,5,5,4,4,5,0,0.0,neutral or dissatisfied
109665,Male,Loyal Customer,21,Personal Travel,Eco,227,4,4,0,3,3,0,3,3,3,3,4,5,4,3,0,0.0,neutral or dissatisfied
109666,Male,disloyal Customer,9,Business travel,Eco,1747,3,3,3,4,1,3,1,1,3,4,4,1,3,1,8,0.0,neutral or dissatisfied
109667,Female,Loyal Customer,38,Personal Travel,Eco,1389,2,4,1,3,3,1,3,3,3,2,5,3,5,3,0,0.0,neutral or dissatisfied
109668,Female,Loyal Customer,55,Personal Travel,Eco,1506,2,5,2,5,3,4,5,3,3,2,3,5,3,3,8,15.0,neutral or dissatisfied
109669,Female,Loyal Customer,30,Business travel,Business,2378,3,3,2,3,5,5,5,3,2,4,1,5,2,5,0,0.0,satisfied
109670,Male,disloyal Customer,26,Business travel,Business,874,3,3,3,3,3,3,5,3,3,5,5,5,4,3,0,0.0,neutral or dissatisfied
109671,Male,disloyal Customer,22,Business travel,Eco,192,2,3,2,1,4,2,5,4,5,4,5,4,5,4,0,6.0,neutral or dissatisfied
109672,Male,Loyal Customer,11,Personal Travel,Eco,137,1,4,0,3,2,0,2,2,1,2,2,4,2,2,0,0.0,neutral or dissatisfied
109673,Female,Loyal Customer,62,Personal Travel,Eco,315,4,5,3,2,3,5,5,2,2,3,2,5,2,5,15,24.0,neutral or dissatisfied
109674,Male,Loyal Customer,25,Business travel,Business,821,5,5,5,5,2,2,2,2,4,2,4,3,5,2,16,15.0,satisfied
109675,Male,disloyal Customer,22,Business travel,Eco,2586,4,4,4,1,4,5,5,3,5,5,4,5,3,5,177,225.0,satisfied
109676,Female,Loyal Customer,39,Business travel,Eco,814,5,1,1,1,5,5,5,3,4,5,1,5,2,5,396,381.0,satisfied
109677,Male,Loyal Customer,43,Personal Travel,Eco,802,0,4,0,3,2,0,4,2,4,5,3,3,4,2,0,0.0,satisfied
109678,Male,disloyal Customer,31,Business travel,Eco,1744,2,2,2,2,2,2,2,4,3,2,3,2,4,2,148,143.0,neutral or dissatisfied
109679,Female,Loyal Customer,41,Business travel,Business,929,2,2,2,2,2,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
109680,Female,Loyal Customer,52,Business travel,Eco,1558,4,3,3,3,1,4,4,4,4,4,4,2,4,1,0,0.0,neutral or dissatisfied
109681,Female,Loyal Customer,44,Business travel,Business,2014,0,0,0,4,2,5,4,5,5,5,5,4,5,4,0,0.0,satisfied
109682,Female,disloyal Customer,22,Business travel,Eco,296,3,4,4,4,4,4,4,4,4,4,3,3,4,4,63,71.0,neutral or dissatisfied
109683,Female,Loyal Customer,27,Business travel,Business,954,1,1,1,1,4,4,4,4,4,5,4,2,5,4,0,0.0,satisfied
